index	word	morphology	label
1108	Pink	inflection	0
1109	Emmanuel	inflection	0
1110	Anaheim	inflection	0
1111	apparently	inflection	0
1112	Tomb	inflection	0
1113	Macy	inflection	0
1114	Mercury	inflection	0
1115	Aden	inflection	0
1116	confidently	inflection	0
1117	110	inflection	0
1118	equip	inflection	0
1119	Murphy	inflection	0
1120	Fish	inflection	0
1121	Tat	inflection	0
1122	Eck	inflection	0
1123	comfortably	inflection	0
1124	Christopher	inflection	0
1125	Ask	inflection	0
1126	Hayden	inflection	0
1127	Sicily	inflection	0
1128	Alexandria	inflection	0
1129	legally	inflection	0
1130	Xiao	inflection	0
1131	Yin	inflection	0
1132	UFO	inflection	0
1133	simultaneously	inflection	0
1134	Royals	inflection	0
1135	Spielberg	inflection	0
1136	Naples	inflection	0
1137	Burgess	inflection	0
1138	Reuters	inflection	0
1139	Madrid	inflection	0
1140	Marin	inflection	0
1141	JavaScript	inflection	0
1142	Such	inflection	0
1143	311	inflection	0
1144	Tong	inflection	0
1145	Powers	inflection	0
1146	rarely	inflection	0
1147	admittedly	inflection	0
1148	Gra	inflection	0
1149	respectively	inflection	0
1150	invariably	inflection	0
1151	Reeves	inflection	0
1152	Imran	inflection	0
1153	Latvia	inflection	0
1154	fairly	inflection	0
1155	tho	inflection	0
1156	fs	inflection	0
1157	Auschwitz	inflection	0
1158	Griff	inflection	0
1159	pleasantly	inflection	0
1160	McCarthy	inflection	0
1161	Sabbath	inflection	0
1162	Berkeley	inflection	0
1163	Team	inflection	0
1164	beautifully	inflection	0
1165	Tanaka	inflection	0
1166	legitimately	inflection	0
1167	Wynne	inflection	0
1168	Branch	inflection	0
1169	Chuck	inflection	0
1170	Mis	inflection	0
1171	substantially	inflection	0
1172	automatically	inflection	0
1173	M	inflection	0
1174	Kings	inflection	0
1175	Everett	inflection	0
1176	Savannah	inflection	0
1177	Mongol	inflection	0
1178	terribly	inflection	0
1179	Leia	inflection	0
1180	usually	inflection	0
1181	Medic	inflection	0
1182	Sophia	inflection	0
1183	Damian	inflection	0
1184	Nevada	inflection	0
1185	Hoover	inflection	0
1186	Hew	inflection	0
1187	Boko	inflection	0
1188	Brus	inflection	0
1189	Humph	inflection	0
1190	Gil	inflection	0
1191	unsurprisingly	inflection	0
1192	Boeing	inflection	0
1193	Vanity	inflection	0
1194	Gall	inflection	0
1195	Pal	inflection	0
1196	partly	inflection	0
1197	Rudd	inflection	0
1198	Williamson	inflection	0
1199	Leather	inflection	0
1200	mentally	inflection	0
1201	Houston	inflection	0
1202	Jama	inflection	0
1203	Io	inflection	0
1204	Bahrain	inflection	0
1205	Carn	inflection	0
1206	Wake	inflection	0
1207	Goodman	inflection	0
1208	himself	inflection	0
1209	forcefully	inflection	0
1210	Abel	inflection	0
1211	Florida	inflection	0
1212	Wi	inflection	0
1213	Santos	inflection	0
1214	Chapman	inflection	0
1215	Av	inflection	0
1216	Kra	inflection	0
1217	Renault	inflection	0
1218	Hom	inflection	0
1219	principally	inflection	0
1220	Netanyahu	inflection	0
1221	Owen	inflection	0
1222	Khalid	inflection	0
1223	hence	inflection	0
1224	Pleasant	inflection	0
1225	Haw	inflection	0
1226	Server	inflection	0
1227	Redd	inflection	0
1228	Saga	inflection	0
1229	Midwest	inflection	0
1230	Conor	inflection	0
1231	Hungary	inflection	0
1232	Rahman	inflection	0
1233	Mich	inflection	0
1234	Percy	inflection	0
1235	Band	inflection	0
1236	Bern	inflection	0
1237	whilst	inflection	0
1238	Rider	inflection	0
1239	exceedingly	inflection	0
1240	Manor	inflection	0
1241	APP	inflection	0
1242	Kardashian	inflection	0
1243	Bruce	inflection	0
1244	Rand	inflection	0
1245	Domin	inflection	0
1246	Winnipeg	inflection	0
1247	ve	inflection	0
1248	biologically	inflection	0
1249	Pagan	inflection	0
1250	Gard	inflection	0
1251	Jenn	inflection	0
1252	Cos	inflection	0
1253	Fab	inflection	0
1254	Keane	inflection	0
1255	Nolan	inflection	0
1256	Dillon	inflection	0
1257	Jewel	inflection	0
1258	ninety	inflection	0
1259	Riley	inflection	0
1260	Blind	inflection	0
1261	massively	inflection	0
1262	Cameron	inflection	0
1263	Jorge	inflection	0
1264	Bowen	inflection	0
1265	Clayton	inflection	0
1266	FreeBSD	inflection	0
1267	notably	inflection	0
1268	Jerry	inflection	0
1269	environmentally	inflection	0
1270	Nicholson	inflection	0
1271	Level	inflection	0
1272	Barker	inflection	0
1273	Dial	inflection	0
1274	Spike	inflection	0
1275	Camden	inflection	0
1276	Ernest	inflection	0
1277	Queensland	inflection	0
1278	Cutler	inflection	0
1279	Maher	inflection	0
1280	Kappa	inflection	0
1281	Jag	inflection	0
1282	Fleet	inflection	0
1283	Crew	inflection	0
1284	Cave	inflection	0
1285	widely	inflection	0
1286	Zion	inflection	0
1287	April	inflection	0
1288	Claudia	inflection	0
1289	Worcester	inflection	0
1290	September	inflection	0
1291	Courtney	inflection	0
1292	initialization	inflection	0
1293	Cy	inflection	0
1294	Santorum	inflection	0
1295	Marie	inflection	0
1296	Karin	inflection	0
1297	Hutchinson	inflection	0
1298	purportedly	inflection	0
1299	Ridge	inflection	0
1300	Vi	inflection	0
1301	112	inflection	0
1302	Streets	inflection	0
1303	Indonesia	inflection	0
1304	Bing	inflection	0
1305	Maxwell	inflection	0
1306	Salt	inflection	0
1307	Marion	inflection	0
1308	Darrell	inflection	0
1309	Nieto	inflection	0
1310	Michael	inflection	0
1311	Deal	inflection	0
1312	Profit	inflection	0
1313	Lovely	inflection	0
1314	Bun	inflection	0
1315	Hades	inflection	0
1316	Drama	inflection	0
1317	Burg	inflection	0
1318	Crus	inflection	0
1319	Hus	inflection	0
1320	Preston	inflection	0
1321	eventually	inflection	0
1322	Edmund	inflection	0
1323	Twitter	inflection	0
1324	Slovenia	inflection	0
1325	sixteen	inflection	0
1326	Ginger	inflection	0
1327	Anchorage	inflection	0
1328	Roosevelt	inflection	0
1329	Cort	inflection	0
1330	fisherman	inflection	0
1331	Garrison	inflection	0
1332	Nation	inflection	0
1333	Life	inflection	0
1334	Plenty	inflection	0
1335	certainly	inflection	0
1336	Angelo	inflection	0
1337	allegedly	inflection	0
1338	Pen	inflection	0
1339	properly	inflection	0
1340	Reset	inflection	0
1341	financially	inflection	0
1342	Fern	inflection	0
1343	Mobil	inflection	0
1344	vertically	inflection	0
1345	Academy	inflection	0
1346	Nigeria	inflection	0
1347	ironically	inflection	0
1348	Eugene	inflection	0
1349	Chu	inflection	0
1350	Ney	inflection	0
1351	Bree	inflection	0
1352	Pair	inflection	0
1353	Asia	inflection	0
1354	es	inflection	0
1355	heroine	inflection	0
1356	Matthews	inflection	0
1357	Violet	inflection	0
1358	Oxy	inflection	0
1359	obviously	inflection	0
1360	Sebastian	inflection	0
1361	horribly	inflection	0
1362	chronically	inflection	0
1363	Shanghai	inflection	0
1364	Wade	inflection	0
1365	Proud	inflection	0
1366	Zan	inflection	0
1367	Shed	inflection	0
1368	Cher	inflection	0
1369	apiece	inflection	0
1370	negatively	inflection	0
1371	London	inflection	0
1372	Toledo	inflection	0
1373	Common	inflection	0
1374	Walters	inflection	0
1375	Xin	inflection	0
1376	Poland	inflection	0
1377	Peterson	inflection	0
1378	Alexandra	inflection	0
1379	Collins	inflection	0
1380	Banks	inflection	0
1381	Bradford	inflection	0
1382	basically	inflection	0
1383	Mu	inflection	0
1384	Stoke	inflection	0
1385	overwhelmingly	inflection	0
1386	Akron	inflection	0
1387	McMahon	inflection	0
1388	Couch	inflection	0
1389	Connie	inflection	0
1390	Bridges	inflection	0
1391	Billy	inflection	0
1392	Sound	inflection	0
1393	Python	inflection	0
1394	Seb	inflection	0
1395	Household	inflection	0
1396	Hue	inflection	0
1397	snagproof	inflection	0
1398	Hartland	inflection	0
1399	scathingly	inflection	0
1400	hogtrain	inflection	0
1401	Lewi	inflection	0
1402	Hardwick	inflection	0
1403	Lockaby	inflection	0
1404	attently	inflection	0
1405	Solnit	inflection	0
1406	Duwe	inflection	0
1407	woolcomb	inflection	0
1408	nasoral	inflection	0
1409	witchhunter	inflection	0
1410	Alfie	inflection	0
1411	Swedishly	inflection	0
1412	joug	inflection	0
1413	Toland	inflection	0
1414	Bakalian	inflection	0
1415	swordmage	inflection	0
1416	Longgang	inflection	0
1417	Vehm	inflection	0
1418	Graydon	inflection	0
1419	Berlinian	inflection	0
1420	rainlessly	inflection	0
1421	megahex	inflection	0
1422	Casanas	inflection	0
1423	Lubey	inflection	0
1424	Romanticism	inflection	0
1425	Lockner	inflection	0
1426	Westland	inflection	0
1427	Broadbent	inflection	0
1428	heedest	inflection	0
1429	Kala	inflection	0
1430	Angon	inflection	0
1431	Severino	inflection	0
1432	Heinrich	inflection	0
1433	expertship	inflection	0
1434	Peers	inflection	0
1435	Ginnie	inflection	0
1436	splashable	inflection	0
1437	Fraserburgh	inflection	0
1438	Conboy	inflection	0
1439	Weishi	inflection	0
1440	JavaSE	inflection	0
1441	crediteth	inflection	0
1442	burani	inflection	0
1443	Inca	inflection	0
1444	sadfulness	inflection	0
1445	eraseth	inflection	0
1446	Dorney	inflection	0
1447	thaat	inflection	0
1448	Nordahl	inflection	0
1449	Colligan	inflection	0
1450	adversatively	inflection	0
1451	tooketh	inflection	0
1452	Honiley	inflection	0
1453	Irisgate	inflection	0
1454	plentifuler	inflection	0
1455	grindest	inflection	0
1456	afterwave	inflection	0
1457	Ino	inflection	0
1458	Sigang	inflection	0
1459	bonily	inflection	0
1460	Jaeger	inflection	0
1461	Sieben	inflection	0
1462	nosewise	inflection	0
1463	Batta	inflection	0
1464	Spearing	inflection	0
1465	Meuser	inflection	0
1466	Gibens	inflection	0
1467	donkey's	inflection	0
1468	donkish	inflection	0
1469	meritous	inflection	0
1470	consonantic	inflection	0
1471	cancellarian	inflection	0
1472	Narro	inflection	0
1473	Morcos	inflection	0
1474	Ambs	inflection	0
1475	Tetilla	inflection	0
1476	stoicist	inflection	0
1477	ARMY	inflection	0
1478	redpill	inflection	0
1479	Garant	inflection	0
1480	apprehensively	inflection	0
1481	Forgette	inflection	0
1482	harassedly	inflection	0
1483	Marchfly	inflection	0
1484	Rutkowski	inflection	0
1485	Bayonne	inflection	0
1486	stormwise	inflection	0
1487	Kadet	inflection	0
1488	Tillis	inflection	0
1489	Stanwood	inflection	0
1490	Oriol	inflection	0
1491	Vesak	inflection	0
1492	insistently	inflection	0
1493	ViVa	inflection	0
1494	trainest	inflection	0
1495	Rutter	inflection	0
1496	Tiffani	inflection	0
1497	Marbury	inflection	0
1498	butcha	inflection	0
1499	abhuman	inflection	0
1500	Hitchings	inflection	0
1501	Jordanes	inflection	0
1502	Frakes	inflection	0
1503	datafy	inflection	0
1504	pitchest	inflection	0
1505	delf	inflection	0
1506	Potier	inflection	0
1507	Rishi	inflection	0
1508	cupwing	inflection	0
1509	branchially	inflection	0
1510	Goldenville	inflection	0
1511	Minucci	inflection	0
1512	Paries	inflection	0
1513	Kabel	inflection	0
1514	Elo	inflection	0
1515	Bicol	inflection	0
1516	Motoko	inflection	0
1517	DEET	inflection	0
1518	littleleaf	inflection	0
1519	frightfully	inflection	0
1520	Hertlein	inflection	0
1521	touristiness	inflection	0
1522	thingless	inflection	0
1523	Waller	inflection	0
1524	Doukas	inflection	0
1525	sleepward	inflection	0
1526	Kew	inflection	0
1527	limitlessly	inflection	0
1528	Hallstrom	inflection	0
1529	gript	inflection	0
1530	Laughton	inflection	0
1531	Paneth	inflection	0
1532	compressively	inflection	0
1533	exchangeably	inflection	0
1534	Baci	inflection	0
1535	Rish	inflection	0
1536	Hellas	inflection	0
1537	auditorily	inflection	0
1538	Silkwood	inflection	0
1539	Mikey	inflection	0
1540	girlband	inflection	0
1541	Sporer	inflection	0
1542	morbs	inflection	0
1543	theretofore	inflection	0
1544	Rashed	inflection	0
1545	galleryward	inflection	0
1546	Snipes	inflection	0
1547	Renner	inflection	0
1548	apostrophic	inflection	0
1549	Hara	inflection	0
1550	factically	inflection	0
1551	numerously	inflection	0
1552	pasturest	inflection	0
1553	Collums	inflection	0
1554	easefully	inflection	0
1555	wantcha	inflection	0
1556	overshadoweth	inflection	0
1557	Taiowa	inflection	0
1558	Norby	inflection	0
1559	inflammably	inflection	0
1560	Milltown	inflection	0
1561	applaudest	inflection	0
1562	Beighton	inflection	0
1563	Juniper	inflection	0
1564	driveth	inflection	0
1565	Wangshi	inflection	0
1566	Adige	inflection	0
1567	Rohlf	inflection	0
1568	abstractest	inflection	0
1569	tactually	inflection	0
1570	centristically	inflection	0
1571	fruitcrop	inflection	0
1572	Robinsonian	inflection	0
1573	Ode	inflection	0
1574	Durrell	inflection	0
1575	santo	inflection	0
1576	Rousseau	inflection	0
1577	Zeug	inflection	0
1578	lovemark	inflection	0
1579	Gillow	inflection	0
1580	LEMP	inflection	0
1581	slightingly	inflection	0
1582	Salay	inflection	0
1583	jamwood	inflection	0
1584	Gallager	inflection	0
1585	Strabo	inflection	0
1586	gallest	inflection	0
1587	Cahoon	inflection	0
1588	Mapps	inflection	0
1589	personalitywise	inflection	0
1590	Sammi	inflection	0
1591	Boshell	inflection	0
1592	Arca	inflection	0
1593	Reformer	inflection	0
1594	Kalra	inflection	0
1595	Takada	inflection	0
1596	driverlessness	inflection	0
1597	limblessly	inflection	0
1598	copiously	inflection	0
1599	Merrell	inflection	0
1600	Exe	inflection	0
1601	Spartacus	inflection	0
1602	Terrene	inflection	0
1603	Esmail	inflection	0
1604	Oola	inflection	0
1605	Vuong	inflection	0
1606	Paisha	inflection	0
1607	Wygal	inflection	0
1608	mystically	inflection	0
1609	gine	inflection	0
1610	unstifling	inflection	0
1611	Starbase	inflection	0
1612	beachwards	inflection	0
1613	Moshe	inflection	0
1614	Granlund	inflection	0
1615	Stagg	inflection	0
1616	Bigott	inflection	0
1617	payest	inflection	0
1618	Westerhold	inflection	0
1619	Kassin	inflection	0
1620	bakerdom	inflection	0
1621	Wardlaw	inflection	0
1622	popularly	inflection	0
1623	Alemu	inflection	0
1624	Fromm	inflection	0
1625	Minbu	inflection	0
1626	Zeiss	inflection	0
1627	Chua	inflection	0
1628	journalistically	inflection	0
1629	stompily	inflection	0
1630	Ciampa	inflection	0
1631	metastomial	inflection	0
1632	Basle	inflection	0
1633	Benak	inflection	0
1634	BEA	inflection	0
1635	conferrest	inflection	0
1636	Holdorf	inflection	0
1637	Halford	inflection	0
1638	deftly	inflection	0
1639	Lupe	inflection	0
1640	Monje	inflection	0
1641	Readick	inflection	0
1642	Sharlet	inflection	0
1643	Renée	inflection	0
1644	Campbelltown	inflection	0
1645	thinkful	inflection	0
1646	Soots	inflection	0
1647	scribally	inflection	0
1648	Corkery	inflection	0
1649	Fergus	inflection	0
1650	Beida	inflection	0
1651	Makai	inflection	0
1652	Hallgren	inflection	0
1653	Hunan	inflection	0
1654	Fabro	inflection	0
1655	bankruptship	inflection	0
1656	burnerless	inflection	0
1657	Faulcon	inflection	0
1658	Brawn	inflection	0
1659	Thomason	inflection	0
1660	Yongding	inflection	0
1661	Rainbird	inflection	0
1662	Sundby	inflection	0
1663	Kandahar	inflection	0
1664	Shambo	inflection	0
1665	Doherty	inflection	0
1666	Lais	inflection	0
1667	Whitley	inflection	0
1668	sably	inflection	0
1669	Nasir	inflection	0
1670	Enna	inflection	0
1671	springborne	inflection	0
1672	Colker	inflection	0
1673	Hamerton	inflection	0
1674	growthwise	inflection	0
1675	Tinian	inflection	0
1676	Savino	inflection	0
1677	Carte	inflection	0
1678	Cantal	inflection	0
1679	wearifully	inflection	0
1680	wakeup	inflection	0
1681	Woodbridge	inflection	0
1682	Juarez	inflection	0
1683	Yanny	inflection	0
1684	visionwise	inflection	0
1685	McCallion	inflection	0
1686	brimfully	inflection	0
1687	doomily	inflection	0
1688	Kye	inflection	0
1689	Savitz	inflection	0
1690	reshunt	inflection	0
1691	Rooth	inflection	0
1692	Pythonist	inflection	0
1693	Meanjin	inflection	0
1694	Bable	inflection	0
1695	Mohon	inflection	0
1696	Depp	inflection	0
1697	Dianagate	inflection	0
1698	Featherston	inflection	0
1699	Mondayization	inflection	0
1700	wroughtest	inflection	0
1701	Winings	inflection	0
1702	Shiara	inflection	0
1703	Yazawa	inflection	0
1704	Scire	inflection	0
1705	Wath	inflection	0
1706	Venkat	inflection	0
1707	unrealmed	inflection	0
1708	Forseth	inflection	0
1709	Buri	inflection	0
1710	exactiveness	inflection	0
1711	Blaris	inflection	0
1712	Pressley	inflection	0
1713	Attwater	inflection	0
1714	rightwards	inflection	0
1715	expensively	inflection	0
1716	Edstrom	inflection	0
1717	Hibbett	inflection	0
1718	trilaterally	inflection	0
1719	Yapp	inflection	0
1720	turneth	inflection	0
1721	unexclusively	inflection	0
1722	tirest	inflection	0
1723	belongest	inflection	0
1724	Leete	inflection	0
1725	Taxol	inflection	0
1726	honoki	inflection	0
1727	Beasley	inflection	0
1728	Padin	inflection	0
1729	neurotically	inflection	0
1730	Braniff	inflection	0
1731	idently	inflection	0
1732	Saric	inflection	0
1733	Warnes	inflection	0
1734	cellulopathy	inflection	0
1735	weathermaker	inflection	0
1736	Chatfield	inflection	0
1737	Tomasetti	inflection	0
1738	overtimely	inflection	0
1739	Dubbo	inflection	0
1740	meaningly	inflection	0
1741	Auriga	inflection	0
1742	topologically	inflection	0
1743	Deepa	inflection	0
1744	Taku	inflection	0
1745	Saintvil	inflection	0
1746	Nobile	inflection	0
1747	exclamatorily	inflection	0
1748	Swieca	inflection	0
1749	Gategate	inflection	0
1750	palaeoclimatically	inflection	0
1751	incommodeth	inflection	0
1752	Ismene	inflection	0
1753	Brackens	inflection	0
1754	Ledecky	inflection	0
1755	Chagoya	inflection	0
1756	necrotaxis	inflection	0
1757	unofficiously	inflection	0
1758	Gershon	inflection	0
1759	parasexually	inflection	0
1760	noiseth	inflection	0
1761	superaqueous	inflection	0
1762	Alcibiades	inflection	0
1763	Knecht	inflection	0
1764	tetrachlorophenolphthalein	inflection	0
1765	Meghri	inflection	0
1766	Urquidi	inflection	0
1767	ziggarat	inflection	0
1768	raggedly	inflection	0
1769	anastatically	inflection	0
1770	Westarctica	inflection	0
1771	Hodzic	inflection	0
1772	normodivergence	inflection	0
1773	Gualtieri	inflection	0
1774	Septembrish	inflection	0
1775	larrikinish	inflection	0
1776	unauspiciousness	inflection	0
1777	Orvieto	inflection	0
1778	Shandong	inflection	0
1779	gun-control	inflection	0
1780	Ishaan	inflection	0
1781	Maintada	inflection	0
1782	multisynthetase	inflection	0
1783	Schofield	inflection	0
1784	Yugg-ari	inflection	0
1785	Sabattus	inflection	0
1786	Eleutheria	inflection	0
1787	preconfinement	inflection	0
1788	semisweetly	inflection	0
1789	unapprehensively	inflection	0
1790	Stellato	inflection	0
1791	Castellani	inflection	0
1792	Horvath	inflection	0
1793	Bakradze	inflection	0
1794	interseasonally	inflection	0
1795	Kavalan	inflection	0
1796	Kolyvan	inflection	0
1797	Jyutping	inflection	0
1798	Malolos	inflection	0
1799	Tregoning	inflection	0
1800	histogenically	inflection	0
1801	zoosemiotically	inflection	0
1802	better-off	inflection	0
1803	Polokwane	inflection	0
1804	uncessantly	inflection	0
1805	Quidenham	inflection	0
1806	mediolaterally	inflection	0
1807	Ennead	inflection	0
1808	Dolmayan	inflection	0
1809	Phayao	inflection	0
1810	Danahy	inflection	0
1811	Spivack	inflection	0
1812	chlorauric	inflection	0
1813	unfactorable	inflection	0
1814	subconfluently	inflection	0
1815	Matsuzaki	inflection	0
1816	T'ai-wan	inflection	0
1817	Cullompton	inflection	0
1818	broadswordsman	inflection	0
1819	Kuang-hsi	inflection	0
1820	Anglo-Frisian	inflection	0
1821	fraudulently	inflection	0
1822	hydroxyintegerrimine	inflection	0
1823	blossomest	inflection	0
1824	slicewise	inflection	0
1825	Lauricella	inflection	0
1826	Hommertzheim	inflection	0
1827	unimpairedly	inflection	0
1828	Populuxe	inflection	0
1829	hypervacuolation	inflection	0
1830	Llandegfan	inflection	0
1831	O'Donovan	inflection	0
1832	choadsucker	inflection	0
1833	preconsider	inflection	0
1834	extricateth	inflection	0
1835	whiteroot	inflection	0
1836	Ya-an	inflection	0
1837	pentabothropic	inflection	0
1838	Hurufism	inflection	0
1839	Boxgrove	inflection	0
1840	monoboride	inflection	0
1841	noncontingently	inflection	0
1842	Zexter	inflection	0
1843	discommodiously	inflection	0
1844	supercutaneously	inflection	0
1845	Schmiesing	inflection	0
1846	Golec	inflection	0
1847	vermiformity	inflection	0
1848	medioapical	inflection	0
1849	Pierpont	inflection	0
1850	tegularly	inflection	0
1851	Oltenia	inflection	0
1852	keraunophone	inflection	0
1853	tidewave	inflection	0
1854	Subei	inflection	0
1855	quinohaemoprotein	inflection	0
1856	Ishisaki	inflection	0
1857	henchmanship	inflection	0
1858	Kiesow	inflection	0
1859	desuppress	inflection	0
1860	preppily	inflection	0
1861	unsumptuous	inflection	0
1862	Chinesery	inflection	0
1863	explodeth	inflection	0
1864	magadize	inflection	0
1865	PalÃ¦stinian	inflection	0
1866	autoreferentially	inflection	0
1867	assishness	inflection	0
1868	kismetically	inflection	0
1869	Etzanoa	inflection	0
1870	baby-mama	inflection	0
1871	calabaza	inflection	0
1872	Kalmunai	inflection	0
1873	Turubul	inflection	0
1874	Sinanché	inflection	0
1875	cold-cuts	inflection	0
1876	bedouinize	inflection	0
1877	squeaketh	inflection	0
1878	banns	inflection	0
1879	Bohanan	inflection	0
1880	tourist-trap	inflection	0
1881	Poudlard	inflection	0
1882	Chang'an	inflection	0
1883	Dejarnett	inflection	0
1884	decumbently	inflection	0
1885	Yeremyan	inflection	0
1886	asperously	inflection	0
1887	unrhythmically	inflection	0
1888	despisest	inflection	0
1889	Prusinski	inflection	0
1890	superpolynomially	inflection	0
1891	tracelessly	inflection	0
1892	autoconnected	inflection	0
1893	Mao-ming	inflection	0
1894	Bamaca	inflection	0
1895	unambitiously	inflection	0
1896	Hindutva	inflection	0
1897	pigeon-berry	inflection	0
1898	Gulliford	inflection	0
1899	consarnit	inflection	0
1900	Dunlevy	inflection	0
1901	Mariategui	inflection	0
1902	afferently	inflection	0
1903	cnidophorous	inflection	0
1904	histochemically	inflection	0
1905	multibyte	inflection	0
1906	vaccinophobe	inflection	0
1907	Tibbatts	inflection	0
1908	Hornbuckle	inflection	0
1909	water-soluble	inflection	0
1910	fetcheth	inflection	0
1911	Boileau	inflection	0
1912	decussatively	inflection	0
1913	synergetically	inflection	0
1914	rostrodorsally	inflection	0
1915	wax-like	inflection	0
1916	parseltongue	inflection	0
1917	hedgemaking	inflection	0
1918	diphthongally	inflection	0
1919	slipperette	inflection	0
1920	Lusby	inflection	0
1921	accustometh	inflection	0
1922	shudderest	inflection	0
1923	deparameterize	inflection	0
1924	Dabbs	inflection	0
1925	Sejm	inflection	0
1926	gameaholicism	inflection	0
1927	unskein	inflection	0
1928	Virodhi	inflection	0
1929	impolitickly	inflection	0
1930	Astrakhan	inflection	0
1931	Humptulips	inflection	0
1932	toxicarol	inflection	0
1933	Romuva	inflection	0
1934	Laffont	inflection	0
1935	Rittenhouse	inflection	0
1936	hyperinsufflation	inflection	0
1937	Adolphson	inflection	0
1938	convivially	inflection	0
1939	isopavine	inflection	0
1940	chearfully	inflection	0
1941	titfucker	inflection	0
1942	narrateth	inflection	0
1943	matrilaterally	inflection	0
1944	McCaughan	inflection	0
1945	acculturationist	inflection	0
1946	Marzec	inflection	0
1947	bisulfiting	inflection	0
1948	Hajduk	inflection	0
1949	colmascope	inflection	0
1950	sulkingly	inflection	0
1951	preÃ«mptive	inflection	0
1952	superparamagnetically	inflection	0
1953	superconformally	inflection	0
1954	McQuaide	inflection	0
1955	ultrapersuasive	inflection	0
1956	Kalyuzhnyi	inflection	0
1957	McCaughrean	inflection	0
1958	Dehnert	inflection	0
1959	vengeably	inflection	0
1960	poutily	inflection	0
1961	kudurru	inflection	0
1962	dolmancha	inflection	0
1963	raspingness	inflection	0
1964	coinstantaneously	inflection	0
1965	Haldane	inflection	0
1966	NPPV	inflection	0
1967	Spézet	inflection	0
1968	multicorona	inflection	0
1969	Histadrut	inflection	0
1970	biometeorology	inflection	0
1971	incontestably	inflection	0
1972	breadmonger	inflection	0
1973	Vaikuntha	inflection	0
1974	Rasennae	inflection	0
1975	grandoffspring	inflection	0
1976	Shen-nung-chia	inflection	0
1977	unclump	inflection	0
1978	orthogrid	inflection	0
1979	Luolong	inflection	0
1980	T'u-lu-fan	inflection	0
1981	An-Yang	inflection	0
1982	McManis	inflection	0
1983	stoneroller	inflection	0
1984	polyetiologically	inflection	0
1985	pseudepigrapha	inflection	0
1986	ethnoculturally	inflection	0
1987	Chihiro	inflection	0
1988	rerivet	inflection	0
1989	time-sharer	inflection	0
1990	fungus-proof	inflection	0
1991	Angilello	inflection	0
1992	Encephalitozoon	inflection	0
1993	Warchol	inflection	0
1994	Pre-Hlai	inflection	0
1995	favosely	inflection	0
1996	young-ladyish	inflection	0
1997	catereth	inflection	0
1998	knitteth	inflection	0
1999	Tishrei	inflection	0
2000	klydonograph	inflection	0
2001	Calabria	inflection	0
2002	monoculturist	inflection	0
2003	acousticon	inflection	0
2004	seraphim	inflection	0
2005	Stalwart	inflection	0
2006	underzeal	inflection	0
2007	agglomeratic	inflection	0
2008	preapnea	inflection	0
2009	Brundle	inflection	0
2010	tent-sack	inflection	0
2011	Wedowee	inflection	0
2012	okerer	inflection	0
2013	Schlobohm	inflection	0
2014	Opatija	inflection	0
2015	triradiately	inflection	0
2016	Bussing	inflection	0
2017	Ciceronianist	inflection	0
2018	prediagnose	inflection	0
2019	intoxicateth	inflection	0
2020	Ophir	inflection	0
2021	Correale	inflection	0
2022	juxtasomal	inflection	0
2023	Atatürk	inflection	0
2024	Plattsmouth	inflection	0
2025	three-dimensionally	inflection	0
2026	indeterminately	inflection	0
2027	nonfasciculated	inflection	0
2028	Tumushuke	inflection	0
2029	Prokop	inflection	0
2030	full-throttle	inflection	0
2031	Cichon	inflection	0
2032	rheologically	inflection	0
2033	intercohesin	inflection	0
2034	Qibin	inflection	0
2035	atoneable	inflection	0
2036	overvigorously	inflection	0
2037	Eulalie	inflection	0
2038	nondiscountable	inflection	0
2039	Quaile	inflection	0
2040	hemophagy	inflection	0
2041	foibled	inflection	0
2042	antilaplacian	inflection	0
2043	crespelle	inflection	0
2044	Gloriagate	inflection	0
2045	theeself	inflection	0
2046	Clœlia	inflection	0
2047	curleth	inflection	0
2048	Hei-ho	inflection	0
2049	Bratovich	inflection	0
2050	Jaramillo	inflection	0
2051	Rosalgat	inflection	0
2052	komboni	inflection	0
2053	demurreth	inflection	0
2054	benefitteth	inflection	0
2055	Tolentino	inflection	0
2056	indiligently	inflection	0
2057	microerosion	inflection	0
2058	duotrigintillion	inflection	0
2059	kleptobiosis	inflection	0
2060	Lollardist	inflection	0
2061	Krassenstein	inflection	0
2062	autochthonously	inflection	0
2063	Kasprzak	inflection	0
2064	Nunnelley	inflection	0
2065	undeformably	inflection	0
2066	Mañuelitas	inflection	0
2067	pathoantigenic	inflection	0
2068	invincibly	inflection	0
2069	Hakimian	inflection	0
2070	profligately	inflection	0
2071	protoVenus	inflection	0
2072	antibacterially	inflection	0
2073	Samarkand	inflection	0
2074	Pietschmann	inflection	0
2075	saxomaphone	inflection	0
2076	hydroprocessed	inflection	0
2077	unloverly	inflection	0
2078	Japheth	inflection	0
2079	unenviably	inflection	0
2080	Japetian	inflection	0
2081	Kópavogur	inflection	0
2082	Kokshetau	inflection	0
2083	semi-jocular	inflection	0
2084	unregularly	inflection	0
2085	sainty	inflection	0
2086	Miskin	inflection	0
2087	stolidly	inflection	0
2088	Rylski	inflection	0
2089	Lhoka	inflection	0
2090	Slawson	inflection	0
2091	bemoaningly	inflection	0
2092	oligoketide	inflection	0
2093	multifactorially	inflection	0
2094	qarmaq	inflection	0
